Tweet;Tradução;Sentimento;Favoritos;Retweets;Data;Location;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Pernambucana, Visse?!;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Minas Gerais;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;04/11/2016;;
RT : Clique em 'seguir' e receba Tweets sobre o último dia de audições do  em tempo real na TL!  ? htt…;RT : Click the 'follow' and receive Tweets on the last day of hearings in real time on the TL! ? htt...;2;0;13;04/11/2016;São José dos Campos, Brasil;
RT : Começou o último dia de audições do !  Clique em 'seguir' e acompanhe no ? http ;RT : Started the last day of auditions ! Click 'follow' and keep track on ? http;2;0;8;04/11/2016;São José dos Campos, Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;São José dos Campos, Brasil;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;Tá querendo saber pq? eu hein;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;Rio Branco, Acre;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;04/11/2016;Rio Grande do Norte, Brasil;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;04/11/2016;RJ- Brasil;
RT : Infiel da Mariília Mendonça é o hino da sofrência. ;RT : the Unfaithful of the Mariília Mendonça is the anthem of the sofrência.;2;0;211;04/11/2016;Plataforma 9 ¾;
RT : Ivete Sangalo no The Voice, finalmente uma cantora de verdade no programa né gente ;RT : Ivete Sangalo in The Voice, finally a singer of truth in the program, né;3;0;3;04/11/2016;RJ- Brasil;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;04/11/2016;Plataforma 9 ¾;
RT : Ivete quarta-feira no programa! Amo ??? ;RT : Ivete Wednesday in the program! I love ???;2;0;3;04/11/2016;RJ- Brasil;
RT : Semana que vem já teremos Ivete Sangalo para abrilhantar esse time cansado de jurados do  ???;RT : next Week we will already Ivete Sangalo to commemorate this time tired of the judges of the ???;2;0;2;04/11/2016;RJ- Brasil;
RT : Ivete rainha na quarta-feira no  ;RT : Ivete queen on Wednesday;2;0;2;04/11/2016;RJ- Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Marabá, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;;
Bruno e Gabriel os crushs dessa temporada  http  me sigam;Bruno and Gabriel the crushs of the season-http follow me;2;2;0;04/11/2016;São Bernardo do Campo, Brasil;
RT : Ivete rainha na quarta-feira no  ;RT : Ivete queen on Wednesday;2;0;2;04/11/2016;BRASIL;
RT : Ivete vai bombar ? ;RT : Ivete vai bombar ?;2;0;1;04/11/2016;BRASIL;
RT : Semana que vem já teremos Ivete Sangalo para abrilhantar esse time cansado de jurados do  ???;RT : next Week we will already Ivete Sangalo to commemorate this time tired of the judges of the ???;2;0;2;04/11/2016;BRASIL;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Fortaleza;
RT : Ivete quarta-feira no programa! Amo ??? ;RT : Ivete Wednesday in the program! I love ???;2;0;3;04/11/2016;BRASIL;
RT : VAI TER IVETE SIMMMMMM  AMO A IVETE NO THE VOICE, GNT;RT : WILL HAVE IVETE SIMMMMMM LOVE HER ON THE VOICE, GNT;2;0;1;04/11/2016;BRASIL;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Estados Unidos;
RT : Vejo o Tiago Leifert já lembro que essa peste vai apresenta o BBB  http ;RT : I See Tiago Leifert already remember that this plague will display the BBB http;1;0;38;04/11/2016;marte;
RT : Lulu sou eu, quando chega alguém que eu não gosto em uma festa  http ;RT : Lulu am I, when somebody else comes in that I don't like at a party http;2;0;90;04/11/2016;marte;
RT : Não guento esse povo com 17 anos que vai no  só pra humilhar a gente com nossas voz de gralha;RT : guenta that people with 17 years old that goes in just to humiliate us with our voice of jackdaw;2;0;15;04/11/2016;marte;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Neptune;
RT : Ninguém virou pra Lorde de Juazeiro ;RT : No one turned to Lord Juazeiro;2;0;15;04/11/2016;marte;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;04/11/2016;marte;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;marte;
RT : Ivete Sangalo no The Voice, finalmente uma cantora de verdade no programa né gente ;RT : Ivete Sangalo in The Voice, finally a singer of truth in the program, né;3;0;3;04/11/2016;BRASIL;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;BRASIL;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Cruzeiro do Sul, Acre;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Chicago;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Belo Horizonte, Brasil;
 ??;??;0;2;0;04/11/2016;Itupeva, Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;RECIFE | OLINDA | PE - BRASIL;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;São José dos Campos, Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Fortaleza;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Teresina, Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Recife;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Rio das Ostras - RJ;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Salvador - Bahia;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;BRAZIL;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;04/11/2016;campina grande;
Já to ansioso pras batalhas ! ? ;I'm already looking forward for the battles ! ?;1;4;0;04/11/2016;São Paulo, Brasil;
RT : Até os candidatos mais ruins do  são mais afinados que do ;RT : Until the candidates most poor are more tuned that the;1;0;163;04/11/2016;#brasil  ;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;Porto Alegre, Brasil;
RT :  time completo! Que comecem os trabalhos...   ?????;RT : full team! That begin the work... ??can??;3;0;1;04/11/2016;;
RT : Gueeenta, coração!!! ;RT : Gueeenta, heart!!!;2;0;17;04/11/2016;;
Digam o que quiserem do Carlinhos Brown, mas no  ele esbanja simpatia, educação e carinho com os participantes! Merece?;Say what you want of Carlinhos Brown, but he exudes sympathy, education, and caring with the participants! Deserves?;3;5;0;04/11/2016;São Paulo cap;
Antes eu tinha dó do Michel Teló pq ninguém queria ele. Agora eu tenho raiva pq ele não quer ninguém! ;Before I had pity Michel Teló cuz no one wanted it. Now I got mad cuz he don't want no one!;1;2;2;04/11/2016;São Paulo cap;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;04/11/2016;São Paulo - SP;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;04/11/2016;Belo Horizonte!;
oi Michel* Telo  http ;hi Michel* Telo http;3;0;0;04/11/2016;São Paulo, Brasil;
RT : GFK: 23h00 - Globo 24,6, SBT 14,0, Record 9,1   http ;RT : GFK: 23: 00 - Globe 24,6, SBT 14,0, Record of 9.1 http;2;0;2;04/11/2016;Fortaleza, Brasil;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;small city , São Paulo;
RT : GFK: 23h00 - Globo 24,6, SBT 14,0, Record 9,1   http ;RT : GFK: 23: 00 - Globe 24,6, SBT 14,0, Record of 9.1 http;2;0;2;04/11/2016;;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;brasil;
RT : Não guento esse povo com 17 anos que vai no  só pra humilhar a gente com nossas voz de gralha;RT : guenta that people with 17 years old that goes in just to humiliate us with our voice of jackdaw;2;0;15;04/11/2016;;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;04/11/2016;Cruzeiro do Sul, Acre;
?? ;can can;2;0;0;04/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;Bahia, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;Madureira, Rio de Janeiro;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;;
RT : Ninguém virou pra Lorde de Juazeiro ;RT : No one turned to Lord Juazeiro;2;0;15;04/11/2016;Bahia;
RT :  olhae   http ;RT : olhae http;2;0;4;04/11/2016;;
  hahahahahahaha é só o começo; ???  ;hahahahahahaha it's only the beginning; ???;2;1;0;04/11/2016;São Paulo;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;Barra Do Mendes - BA;
RT : REALMENTE ME APAIXONEI PERDIDAMENTE POR VOCÊ! ;RT : REALLY I FELL IN LOVE HOPELESSLY FOR YOU!;2;0;45;04/11/2016;sp ;
Real Time RJ - Às 23h13:  27.1  9.8 âmeraRecord 5.2 ícia24h 1.3;Real-Time RJ - At 23h13: 27.1 9.8 âmeraRecord 5.2 ícia24h 1.3;2;0;0;04/11/2016;São Vicente, Brasil;
RT :  muita beleza para uma só imagem http ;RT : too much beauty for one picture http;1;0;1;04/11/2016;Belém;
RT : Gueeenta, coração!!! ;RT : Gueeenta, heart!!!;2;0;17;04/11/2016;;
RT : E aí? Será que você volta? ;RT : AND then? Will you come back?;2;0;14;04/11/2016;;
RT : af não viraram pra menina mas o michel vira pra esse cara só pq cantou sertanejo que lixo ;RT : af not turned to the girl but michel turns to this guy just cuz he sang the backcountry that garbage;2;0;3;04/11/2016;Culver Creek;
RT : Só tem fera participando!!! ;RT : Just beast participating!!!;2;0;11;04/11/2016;;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;04/11/2016;;
RT : Quem também gosta de "Adivinha O Quê" do mestr ? ;RT : Who also likes to "Guess What" the grand masters ?;2;0;4;04/11/2016;;
RT : Hoje vai ser mais difícil ainda! Última noite de audições as cegas ;RT : Today is going to be even more difficult! Last night of auditions the blind;2;0;4;04/11/2016;;
RT : Bora assistir mais um ???;RT : Bora watch more ???;2;0;10;04/11/2016;;
  ... .... toop dessa semana que voz linda… http ;... .... toop this week that beautiful voice... http;3;1;0;04/11/2016;São Paulo - Brasil;
  http ;http;2;1;0;04/11/2016;São Paulo, Brasil;
  muita beleza para uma só imagem http ;too much beauty for one picture http;1;0;1;04/11/2016;São Paulo, Brasil;
Oi, tenho interesse! :*  http ;Hi, I am interested! :* http;2;0;0;04/11/2016;Santos S.P Brazil;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;04/11/2016;Fortaleza, Brasil;
Eu vou torcer pro time do Telózinho,igual ano passado ;I'll cheer pro team Telózinho,equal to last year;3;0;0;04/11/2016;São Paulo, Brasil;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;04/11/2016;Rio das Ostras, Brasil;
RT : Infiel da Mariília Mendonça é o hino da sofrência. ;RT : the Unfaithful of the Mariília Mendonça is the anthem of the sofrência.;2;0;211;04/11/2016;Fortaleza, Brasil;
Pow essa mina parece a mina que mora logo ali  ;Pow that mine seems mine that lives right there;2;0;0;04/11/2016;São Paulo, Brasil;
Que legal Ituiutaba no  ;That's cool Ituiutaba in;3;1;0;04/11/2016;São Paulo, SP;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;;
  apareceu uma sósia sua no ;appeared a lookalike its in;2;0;0;04/11/2016;Itapetinga, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;04/11/2016;RJ- Brasil;
GFK: 23h00 - Globo 24,6, SBT 14,0, Record 9,1   http ;GFK: 23: 00 - Globe 24,6, SBT 14,0, Record of 9.1 http;2;0;2;04/11/2016;São Paulo,Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;;
Vou é dormir  ;I'm going to is sleep;1;0;0;03/11/2016;São Paulo;
Gente essa mina no  é a cara da Noely, mãe da Sandy;People that mine in is the face of Noely, mother of Sandy;2;0;0;03/11/2016;Itapetinga, Brasil;
RT : GABRIEL dos meus sonhos  http ;RT : GABRIEL of my dreams http;2;0;6;03/11/2016;;
RT : Não guento esse povo com 17 anos que vai no  só pra humilhar a gente com nossas voz de gralha;RT : guenta that people with 17 years old that goes in just to humiliate us with our voice of jackdaw;2;0;15;03/11/2016;Mato Grosso, Brasil;
  os caras não aprovam o candidatos mais falam que cantam bem no final., vai intender!?;the guys do not approve the candidates more speak than sing well in the end., will heed!?;1;0;0;03/11/2016;São Bernardo do Campo, Brasil;
RT :  olhae   http ;RT : olhae http;2;0;4;03/11/2016;;
  >>>;>>>;2;0;0;03/11/2016;Praia Grande - SP;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;03/11/2016;;
RT :  olhae   http ;RT : olhae http;2;0;4;03/11/2016;BRASIL;
  E o Twitter dele é >>     ;And the Twitter it is >>;2;1;0;03/11/2016;Santos/SP - BRASIL;
RT :  olhae   http ;RT : olhae http;2;0;4;03/11/2016;Rola do Riker ;
  olhae   http ;olhae http;2;0;4;03/11/2016;São Paulo, Brasil;
Programa curto o de hj kk ;Program short the of hj kk;2;1;0;03/11/2016;Itatiba, Brasil;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;03/11/2016;São Paulo, Brasil;
Pq assim, o menino cantou ok e se tem algo q a gente não precisa mais é de sertanejo, já existe 3 duplas pra cada brasileiro ;Pq so, the boy sang ok, and if you have something q we do not need is more of the backcountry, there is already 3 doubles for every brazilian;2;0;0;03/11/2016;Guarulhos - SP;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;03/11/2016;Machado, Minas Gerais;
Rio de Janeiro || 23h13 - Globo 27.1, SBT 9.8, Record 5.2 e Band 1.3  http ;Rio de Janeiro || 23h13 - Globo 27.1, SBT 9.8, Record 5.2 and the Band 1.3 http;2;0;0;03/11/2016;São Paulo,Brasil;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;03/11/2016;Nárnia;
RT : Não guento esse povo com 17 anos que vai no  só pra humilhar a gente com nossas voz de gralha;RT : guenta that people with 17 years old that goes in just to humiliate us with our voice of jackdaw;2;0;15;03/11/2016;Lavras, Minas Gerais;
Acho q há um código pra avisar os jurados qdo a pessoa é bonita e canta ok, pq o nome é "A Voz" mas tem q ter os colírios  ;Q I think there is a code to warn the jury when the person is pretty and sings ok, cuz the name is "The Voice" but you gotta have the eye drops;2;0;0;03/11/2016;Guarulhos - SP;
  time completo! Que comecem os trabalhos...   ?????;full team! That begin the work... ??can??;3;0;1;03/11/2016;São Paulo, Brasil;
RT : Até os candidatos mais ruins do  são mais afinados que do ;RT : Until the candidates most poor are more tuned that the;1;0;163;03/11/2016;Mato Grosso, Brasil;
Só posso ver the voice quando falto na aula. Sempre que chego já ta acabando ?  ;I can only watch the voice when you miss in class. Whenever I has ta ending ?;1;0;0;03/11/2016;Mauá, Brasil;
Chorei q nem um retardado assistindo ... A mina q cantou a música do Lulu Santos "Adivinha O Que?" foi sensacional...;I cried a q or a delayed watching ... The mine q sang the music of Lulu Santos "Guess What?" it was sensational...;1;1;0;03/11/2016;;
O Teló só vira pra sertanejo né? Faz questão nenhuma de fugir do óbvio! ;The Teló only turns to the backcountry, right? Is no escape from the obvious!;2;0;0;03/11/2016;Guarulhos - SP;
  estava ótemo!;was ótemo!;2;0;0;03/11/2016;Santa Catarina, Brasil;
RT : Quando tô no busão de boa escutando música e vejo alguém conhecido vindo em minha direção  http ;RT : When I'm on the busa good listening music and I see someone coming in my direction http;1;0;5;03/11/2016;Narnia;
RT : Olá Gabriel Correa, tenho interesse. http  ;RT : Hello Gabriel Correa, I am interested in. http;3;0;1;03/11/2016;bieber follows;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;03/11/2016;;
RT : Quando bebo tequila e ela desce queimando  http ;RT : When I drink tequila and it goes down burning http;2;0;3;03/11/2016;São pedro dos Ferros ;
RT : Quando tô no busão de boa escutando música e vejo alguém conhecido vindo em minha direção  http ;RT : When I'm on the busa good listening music and I see someone coming in my direction http;1;0;5;03/11/2016;campo grande;
RT : Quando tô no busão de boa escutando música e vejo alguém conhecido vindo em minha direção  http ;RT : When I'm on the busa good listening music and I see someone coming in my direction http;1;0;5;03/11/2016;Cabo Frio, Brasil;
RT : Quando bebo tequila e ela desce queimando  http ;RT : When I drink tequila and it goes down burning http;2;0;3;03/11/2016;Maceió, Brasil;
RT : REALMENTE ME APAIXONEI PERDIDAMENTE POR VOCÊ! ;RT : REALLY I FELL IN LOVE HOPELESSLY FOR YOU!;2;0;45;03/11/2016;idris hills;
RT : close errado close errante ;RT : close wrong close comet;2;0;1;03/11/2016;;
