Tweet;Tradução;Sentimento;Favoritos;Retweets;Data;Location;
RT : Mesmo depois de cinco temporadas   continua sendo o reality musical mais assistido da TV aberta https /t…;RT : Even after five seasons continues to be the reality musical most-watched TV broadcast https /t...;2;0;18;26/10/2016;;
RT : Trecho exclusivo do musical do  que vai rolar hoje? TEMOS!! Tô surtando desde já com a música escolhida: htt…;RT : exclusive extract of music that will roll today? We HAVE!! I'm surtando since already with the selected song: htt...;2;0;10;27/10/2016;Taquaritinga-SP;
Hoje é dia do melhor reality musical brasileiro  com a melhor técnica  e mais integrantes do  ??;Today is the day of the best reality brazilian music with the best technical and most members of the ??;0;3;2;27/10/2016;RECIFE | OLINDA | PE - BRASIL;
   Coisa mais linda ?;The most beautiful thing can;3;0;0;26/10/2016;Brasil;
      Michel, eu estou ansioso hoje na THE VOICE BRASIL! ó   ??????;Michel, I'm looking forward today in THE VOICE BRAZIL! o ??????;2;1;0;27/10/2016;Deutschland Duisburg;
RT : Kassia Marvila, eu tô no chão!  http    http ;RT : Kassia Page, I'm on the floor! http http;2;0;224;27/10/2016;Guarulhos, Brasil;
E aí, qual música cês querem ver o Rafael cantando no ? não esqueçam de dar a opinião: http ;And then, what music anish want to see the Rafael singing in ? do not forget to give feedback: http;1;2;1;26/10/2016;;
RT :  mim arrependo de não ter assistido as edições anteriores. Muito bom esse programa.;RT : me regret not to have attended the previous editions. Very good this program.;2;0;1;26/10/2016;;
RT : tenho interesse ;RT : I'm interested;2;0;217;26/10/2016;Brasil;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Teresina, Piauí;
  ta longe de ser um  da vida!    ;ta far from being a life!;2;0;0;26/10/2016;Minas Gerais, Brasil;
Aki eh Gadiol   ;Aki eh Gadiol;2;3;0;26/10/2016;Franca, Brasil;
DAQUI A POUCO COMEÇA  e esse povo n perdoa uma;HERE, THE BIT STARTS and this people n forgive a;2;0;0;27/10/2016;Sem rumo ;
Sorte de amanhã: tem ;Luck tomorrow: has;2;0;0;27/10/2016;Brasil;
   venha salvar nossa quinta-Feira!;come and save our Thursday!;2;1;0;27/10/2016;Fortaleza, Ceará - Brazil;
RT : Hoje tem ! Quem tá animado tuíta comigo Ajayô!!!   http ;RT : Today has ! Who's excited tuíta me Ajayô!!! http;2;0;34;27/10/2016;São Luis;
E aí? Numa escala 'técnicos do ' como vocês estão hoje?  Daqui a pouco tem  ? http ;And there? On a scale of 'technical' how are you today? Here little has ? http;2;1;0;27/10/2016;Brasil;
  É Hoje Brasil!!! ;Today Is Brazil!!!;2;0;0;27/10/2016;;
RT : Camila Matoso explicou a escolha por : 'Ele tem uma energia parecida com a minha' ?? Vem ver: https /t.…;RT : Camila Matoso explained the choice : 'He has a power similar to my' sorting me out? Come see: https /t....;1;0;7;25/10/2016;;
RT : E aí? Numa escala 'técnicos do ' como vocês estão hoje? http ;RT : AND then? On a scale of 'technical' how are you today? http;2;0;51;27/10/2016;;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Campinas, São Paulo;
   http  99 Writing Prompts To Get Your Novel Started http ;http 99 Writing Prompts To Get Your Novel Started http;2;0;0;27/10/2016;;
RT : Bruno, vc é, além de tudo, lindo!? ? ;RT : Bruno, you are, above all, beautiful!? ?;1;0;212;27/10/2016;Guarulhos, Brasil;
Ainda continuo preferindo  do que  pqee os piores do  são melhores do que os melhores do  sorry.;I'm still preferring that pqee the worse are the best of the best of the sorry.;1;1;0;26/10/2016;Rio de Janeiro;
    chama esse menino;calls this boy;2;0;0;27/10/2016;;
RT : Sensualidade em ritmo latino! Aprenda a coreografia de "Corazón" com a técnica : http ;RT : Sensuality rhythm Latin! Learn the choreography of "Corazón" with the technique : http;2;0;98;26/10/2016;Rio de Janeiro, Brasil;
RT : E aí? Numa escala 'técnicos do ' como vocês estão hoje? http ;RT : AND then? On a scale of 'technical' how are you today? http;2;0;51;27/10/2016;16.01.2016 ?;
   http  People Are Complaining To Kylie Jenner About Dangerous Fake Lip K... http ;http People Are Complaining To Kylie Jenner About Dangerous Fake Lip K... http;2;0;0;27/10/2016;;
RT : .  se emociona,  fica chocado e mais! Veja o que vai rolar no  de hoje: https /…;RT : . if moved, shocked and more! See what you are going to roll in today: https /...;3;0;24;27/10/2016;Brasil;
RT : Não sei o que tá mais armado: meu cabelo ou o     plmdds;RT : I don't know what's more armed: my hair or the plmdds;2;0;6;27/10/2016;;
Vem Quinta-feira ;Comes Thursday;2;0;0;26/10/2016;brasil sbs sc;
RT : Não sei o que tá mais armado: meu cabelo ou o     plmdds;RT : I don't know what's more armed: my hair or the plmdds;2;0;6;27/10/2016;Rio de Janeiro, Brasil;
   http  6 New Photos Of The Great Barrier Reef After The Bleaching Crisis http ;http 6 New Photos Of The Great Barrier Reef After The Bleaching Crisis http;2;0;0;26/10/2016;;
   http  21 Vines Guaranteed To Make You Laugh Every Time http ;http 21 Vines Guaranteed To Make You Laugh Every Time http;2;0;0;27/10/2016;;
      8;8;2;0;0;27/10/2016;Maceió/Alagoas ;
Dii defendendo todas as GAYS do Brasil e verdade  eh tudo nao so canto porque canto eh ;Dii defending all GAYS of Brazil and the truth is all, not only the corner because the corner eh;2;0;0;27/10/2016;;
Hoje tem ;Today has;2;0;0;27/10/2016;Rio de Janeiro, Brasil;
   http  We Know Your Age And Location Based On These Five TV Questions http ;http We Know Your Age And Location Based On These Five TV Questions http;2;0;0;27/10/2016;;
RT : Senta lá, Claudia! ???  http ;RT : you Sit there, Claudia! ??? http;2;0;298;26/10/2016;;
RT : Poooooobre samba meu  Foi se misturando  Se modernizando E se perdeu...   ênciadoJazz;RT : Poooooobre samba my Was mingling catching up And is lost... ênciadoJazz;2;0;1;26/10/2016;;
RT : Vc sempre tá, Titi! ??????????   ;RT : you always ta, Titi! ??????????;3;0;48;27/10/2016;Guarulhos, Brasil;
E para nossa alegria, hoje é dia de musical do  no último bloco. VEM LACRE!!! ????  ó;And to our joy, today is a day of music in the last block. COMES SEAL!!! for sorting me out ? can? o;3;1;0;27/10/2016;Campinas, São Paulo;
RT : E aí? Numa escala 'técnicos do ' como vocês estão hoje? http ;RT : AND then? On a scale of 'technical' how are you today? http;2;0;51;27/10/2016;Balneário Camboriú, Brasil;
RT : Sensualidade em ritmo latino! Aprenda a coreografia de "Corazón" com a técnica : http ;RT : Sensuality rhythm Latin! Learn the choreography of "Corazón" with the technique : http;2;0;98;27/10/2016;Belford Roxo, Brasil;
   pois é, fica ligada aí!;as it is, gets turned on there!;2;1;0;27/10/2016;;
   nossa ainda bem que vc me lembrou kk quase esqueço jesus;our still good that you reminded me! almost forget jesus;4;1;0;27/10/2016;Várzea da Palma, Minas Gerais;
   paraensee deuu um showw;paraensee right a showw;2;0;0;27/10/2016;Belém,pará,Brasil;
      6;6;2;0;0;27/10/2016;Feira de Santana, Brasil;
  ??? É hoje pessoal, mais uma noite quente de vozes lindas para encantar à todos. NÃO PERCAM!   ??;??? Today is personal, more a hot night of voices beautiful to charm to all. DON'T MISS! ??;1;1;0;27/10/2016;São Paulo, Brasil;
Tô muito apaixonada ??? http ;I'm very passionate ? can? http;3;0;0;26/10/2016;Formosa, Goiás;
Bom vamos dormir que amanhã tem  esse sim vale a pena ;Well, let's sleep, tomorrow has this but it is worth;2;2;1;27/10/2016;;
Gente esses candidatos do . Só gritam, não tem comparação aos candidatos do . Aff;People these candidates . Only scream, has no comparison to the candidates . Aff;1;0;0;27/10/2016;Brasil ;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;;
RT : E aí, qual música cês querem ver o Rafael cantando no ? não esqueçam de dar a opinião: http ;RT : AND then, what music anish want to see the Rafael singing in ? do not forget to give feedback: http;2;0;1;26/10/2016;14 July, 2013.;
hj teem The Voiceee, amo dms ;hj have The Voiceee, I love dms;2;0;0;27/10/2016;Riacho das Pedras, Contagem;
RT : E aí? Numa escala 'técnicos do ' como vocês estão hoje? http ;RT : AND then? On a scale of 'technical' how are you today? http;2;0;51;27/10/2016;Salvador, Bahia, Brasil;
Lembrando que hoje tem  e estarei aqui pra comentar e ver os melhores memes kkkkk;Remembering that today you have and I'll be here to comment and see the best memes.;3;0;0;27/10/2016;Fortaleza-CE / Brasil;
Hoje eu to só o 3 http ;Today I'm only 3 http;2;1;0;27/10/2016;Belo Horizonte, Minas Gerais;
RT : Trecho exclusivo do musical do  que vai rolar hoje? TEMOS!! Tô surtando desde já com a música escolhida: htt…;RT : exclusive extract of music that will roll today? We HAVE!! I'm surtando since already with the selected song: htt...;2;0;10;27/10/2016;;
RT : Segura na minha mão que hoje é dia de  e eu tô MUITO ansioso!!! ? Olha só o que vai rolar: http ;RT : Safe in my hand that today is the day and I'm VERY anxious!!! Can just look at what will roll: http;3;0;38;27/10/2016;São Paulo, Brasil;
RT : Quer ouvir o que deixou a  assim? Tem playlist com todas as versões do  aqui ó ? https /t.c…;RT : Want to hear the left as well? Has a playlist with all the versions of here o ? https /t. c...;1;0;30;26/10/2016;;
RT :  http ;RT : http;2;0;17;26/10/2016;;
O doce olhar de quem vai destruir hoje. BOM DIA!  ó http ;The sweet look of one who will destroy today. GOOD DAY! o http;3;1;1;27/10/2016;Formosa, Goiás;
RT : Hoje é dia de  ?;RT : Today is the day of ?;2;0;4;27/10/2016;;
RT : Hoje é dia de  ?;RT : Today is the day of ?;2;0;4;27/10/2016;Itabuna, Brasil;
RT : Hoje tem  bebê!  Lá em nosso canal do youtube já tem vídeo fresquinho: http  http ;RT : Today is baby! There on our youtube channel already has the video chilled: http;2;0;3;27/10/2016;;
RT : Até agora o  está bem equilibrado, 4 mulheres e 4 homens. ;RT : up Until now, the is well-balanced, 4 women and 4 men.;1;0;34;27/10/2016;Guarulhos, Brasil;
RT : Moradora de SC vira as quatro cadeiras no : http  http ;RT : who lives in SC he saw the four chairs at : http http;2;0;8;27/10/2016;Joinville, Brasil;
  vc merece ganhar o  vai com Tudo ;vc deserves to win the goes with Everything;1;0;0;27/10/2016;Curitiba, Brasil;
A diferença de nível dos cantores do  pro  é gritante!   fica bem aquém...;The difference of level of the singers of the pro is obvious! is well below...;1;2;0;26/10/2016;DF;
RT : Olha a  ensinando a coreografia do hit 'Corazón' nos bastidores do . http ;RT : Look at the teaching, the choreography of the hit song 'Corazón' behind-the-scenes . http;2;0;15;26/10/2016;Rio de Janeiro, Brasil;
   http  22 Food Jokes That Are Just As Funny As They Are Ridiculous http ;http 22 Food Jokes That Are Just The Funny as They Are Ridiculous http;3;0;0;26/10/2016;;
RT : |????????| ?     Cadê o     ? |????????| ???   || (   ´?` )  || / ??? A gente investiga esse mistério: htt…;RT : || Where's the ? |????????| ??? || ( ?` ) || / ? The people investigating this mystery: htt...;1;0;2;26/10/2016;;
RT : Calma! Acabei de chegar em casa... Vamos analisar o figurino!!! Rsrs  http ;RT : Calm! I just got home... Let's analyze the costume!!! Lol http;3;0;79;27/10/2016;Brazil;
RT : Muito boa noite depois desse tombamento! http    http ;RT : Very good night after this tipping! http http;3;0;217;26/10/2016;;
Aii Bruno,tou virando minhas cadeiras pra vc?? ;Aii Bruno,tou turning my chairs to you??;2;3;0;27/10/2016;Luanda,Angola;
      Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô;Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô...Ajayô;4;1;0;27/10/2016;Belo Horizonte;
RT : Hoje tem ! Quem tá animado tuíta comigo Ajayô!!!   http ;RT : Today has ! Who's excited tuíta me Ajayô!!! http;2;0;34;27/10/2016;São Paulo - Brasil;
   http  What Do You Put In Your Lunch Salad? http ;http What Do You Put In Your Lunch Salad? http;2;0;0;26/10/2016;;
   http  10 Questions You'll Find Insanely Difficult If You're A "Drag Rac... http ;http 10 Questions You'll Find the Insanely Difficult If You're The "Drag Rac... http;2;0;0;26/10/2016;;
      5 talvez kkk;5 perhaps!;2;1;0;27/10/2016;;
     ;;0;0;0;27/10/2016;Planaltina, Brasil;
   http  The "Bake Off" Bakers Went Out For Dinner Last Night And It Was T... http ;http The "Bake Off" Bakers Went Out For Dinner Last Night And It Was T... http;1;0;0;26/10/2016;;
      http ;http;2;0;0;27/10/2016;São Paulo, Brasil;
   http  23 Maps That Will Change The Way You Look At Britain Forever http ;http 23 Maps That Will Change The Way You Look At Britain Forever http;2;0;0;27/10/2016;;
RT : Toxic a única música que é melhor que a original  ;RT : Toxic the only song that is better than the original;1;0;1;27/10/2016;;
RT : Segura na minha mão que hoje é dia de  e eu tô MUITO ansioso!!! ? Olha só o que vai rolar: http ;RT : Safe in my hand that today is the day and I'm VERY anxious!!! Can just look at what will roll: http;3;0;38;27/10/2016;Campo Grande, Brasil;
Hojeeeeeeeeee!!!!! http ;Hojeeeeeeeeee!!!!! http;2;0;0;27/10/2016;Cariacica, Brasil;
RT : Sabe o que eu quero?  http ;RT : you Know what I want? http;2;0;57;27/10/2016;Rio de Janeiro;
RT : Sensualidade em ritmo latino! Aprenda a coreografia de "Corazón" com a técnica : http ;RT : Sensuality rhythm Latin! Learn the choreography of "Corazón" with the technique : http;2;0;98;26/10/2016;Brazil;
Dani Black show em Santos   http       ;Dani Black show in Santos http;2;0;0;27/10/2016;Santos;
Quinta passada foi lindo, e hoje tem mais!!! Vamo Q vamooo!   http ;Thursday last was gorgeous, and today has more!!! Let Q vamooo! http;1;0;0;27/10/2016;Rio de Janeiro, Brasil;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Osasco SP;
1 http ;1 http;2;0;0;27/10/2016;Brasília-Df;
? ó ?  no  ? http    áQuente… http ;? o ? on the ? http áQuente... http;2;0;0;27/10/2016;? Araçatuba-SP;
   http  35 Completely True Facts That Will Make You Say "Whaaaaaaaat" http ;http 35 Completely True Facts That Will Make You Say "Whaaaaaaaat" http;2;0;0;27/10/2016;;
   http  Can You Identify These Desserts From A Close Up? http ;http Can You Identify These Desserts From The Close Up? http;2;0;0;26/10/2016;;
RT : GENTE só eu que to com os zoio chei dágua com essas meninas cantando "Me Espera"? ;RT : GUYS I just to know zoio chei water with these girls singing "I will Wait"?;2;0;123;26/10/2016;AW,DL,MC;
RT : Tô chorando porque descobri que a  me segue nas redes sociais ?? melhor técnica!!  …;RT : I'm crying because I found out that the follow me on the social networks ?? best technique!! ...;2;0;26;26/10/2016;;
RT : Não sei o que tá mais armado: meu cabelo ou o     plmdds;RT : I don't know what's more armed: my hair or the plmdds;2;0;6;27/10/2016;;
   http  Now Khloé Kardashian's Being Slated For "Flaunting" Her Jewellery http ;http Now Khloé Kardashian's Being Slated For "Flaunting" Her Jewellery http;2;0;0;26/10/2016;;
   http  17 Photos That Prove The World Simply Isn't Worthy Of Service Dog... http ;http 17 Photos That Prove The World Simply Isn't Worthy Of Service Dog... http;2;0;0;27/10/2016;;
RT : Mariana x Maria Alice cantando Bang Bang foi um verdadeiro tiroteio! ??  http ;RT : Mariana x Maria Alice singing Bang Bang was a real shootout! ?? http;2;0;13;27/10/2016;em lugar nenhum;
RT : Gostei  ;RT : I Liked;2;0;1;27/10/2016;;
   http  17 Decadent Desserts You Can Make With Honey http ;http 17 Decadent Desserts You Can Make With Honey http;2;0;0;27/10/2016;;
RT : Joelma no  !!! Amoooooo!!!?? ;RT : Joelma on !!! Amoooooo!!!??;2;0;277;27/10/2016;;
   http  25 Pure Tweets To Wash The Election Taste Out Of Your Mouth http ;http 25 Pure Tweets To Wash The Election Taste Out Of Your Mouth http;2;0;0;26/10/2016;;
1 óbvio http ;1 obvious http;2;0;0;27/10/2016;Rio de Janeiro, Brasil;
RT : Hoje tem ! Quem tá animado tuíta comigo Ajayô!!!   http ;RT : Today has ! Who's excited tuíta me Ajayô!!! http;2;0;34;27/10/2016;;
  hoje tem mais já aqui ansioso vem com tudo vem ;today it has more already here looking forward comes with everything comes;2;0;0;27/10/2016;;
RT : Hoje não tem Cammie mas tem varias outras vozes maravilhosas! ;RT : Today is Cammie but it has several other voices wonderful!;2;0;2;27/10/2016;caçando uns pokemao;
Na Foto ? Você Ver a  e ao lado Eu ??. Se liga que amanhã tem … http ;In the Photo ? You See and the side I ??. If the league tomorrow has ... http;3;0;0;27/10/2016;Fortaleza / Ceará ;
   http  6 Must-Haves To Avoid DIY Pinterest Fails http ;http 6 Must-Haves To Avoid DIY Pinterest Fails http;2;0;0;27/10/2016;;
RT : E aí? Numa escala 'técnicos do ' como vocês estão hoje? http ;RT : AND then? On a scale of 'technical' how are you today? http;2;0;51;27/10/2016;Nova Iguaçu, Brasil;
      ajayo hj ajayo amanhã ajayo sempre kkkkk;ajayo hj ajayo tomorrow ajayo always.;2;0;0;27/10/2016;São Paulo, Brasil;
Que amor ?? http ;That love can? http;3;0;0;26/10/2016;Jacareí - SP;
