Tweet;Tradução;Sentimento;Favoritos;Retweets;Data;Location;
Defnitivamente X-Factor Brasil está melhor que todas as temporadas de The Voice Brasil (exceto a primeira)   ;Defnitivamente X-Factor for Brazil is better than all the seasons of The Voice Brazil (except the first);1;1;0;26/10/2016;São Paulo;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;26/10/2016;Shark City ;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;SøulSøciety;
   Poderia vir para o "The Voice Brasil" também ????;Could come to the "The Voice Brazil" also ????;2;0;0;26/10/2016;Brasil;
RT : Mesmo depois de cinco temporadas   continua sendo o reality musical mais assistido da TV aberta https /t…;RT : Even after five seasons continues to be the reality musical most-watched TV broadcast https /t...;2;0;18;26/10/2016;RECIFE | OLINDA | PE - BRASIL;
eu assiato the voice brasil e amo, podem vcs me julgar mas eu acho maravilhoso pq o brasil tem E ELENTES VOZES SIM;I assiato the voice brasil, and love, can you guys judge me but I think it's wonderful cuz brazil has AND ELENTES VOICES YES;3;0;0;27/10/2016;ex kissedbriel;
Hoje tem The Voice Brasil. Amo ???? ;Today has The Voice Brazil. I love ? can??;2;1;0;27/10/2016;Bragança, Pará;
RT : Hoje é quinta feira Hoje é dia do programa da Claudia Leitte Hoje é dia de The Voice Brasil amém!;RT : Today is Thursday Today is day of the program, Claudia Leitte Today is the day of The Voice Brasil, amen!;2;0;7;27/10/2016;22/07 /2013 • 08/05/2016?;
uh  has the most enchanting voice  http ;uh has the most enchanting voice http;3;1;0;27/10/2016;San Francisco, CA;
Quem nasceu XFactorBR, NUNCA nunquinha, será THE VOICE BRASIL!!!;Who was born XFactorBR, NEVER nunquinha, will be THE VOICE BRASIL!!!;3;0;0;27/10/2016;;
Marquei como visto The Voice Brasil - 5x2 - Ep. 5x2 http  ;Marked as seen on The Voice Brazil - 5x2 - Ep. 5x2 http;2;0;0;25/10/2016;Camaragibe, Brasil;
RT : Ainda bem que amanhã tem The Voice Brasil... Pq eu sempre me decepciono com o ;RT : tomorrow has The Voice Brazil... because I always me decepciono with the;2;0;19;27/10/2016;Maceió, Brasil;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;brasil;
Ariel tem 20 anos, uma linda voz, e poderá ser a primeira amapaense no The Voice Brasil.;Ariel is 20 years old, a beautiful voice, and you could be the first macapá on The Voice Brazil.;0;4;1;27/10/2016;Macapá - AP;
RT : Que sorte a nossa ter você, Bruno Gadiol! http    http ;RT : how lucky are we to have you, Bruno Gadiol! http http;2;0;505;26/10/2016;Rio de Janeiro, Brasil;
The Voice Brasil minha gente  LuanNoPremioMultishow;The Voice Brasil my people LuanNoPremioMultishow;2;0;0;25/10/2016;Jaboticabal, Brasil;
The voice Brasil é podre demais, credo;The voice Brazil is rotten too, creed;1;0;0;25/10/2016;Votuporanga, São Paulo;
Paolo Giffoni Feat.D'Lara  (The Voice Brasil)    http ;Paolo Giffoni Feat.D Lara (The Voice Brasil) http;2;1;0;26/10/2016;SÃO PAULO - BRAZIL;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;Brasília, Distrito Federal;
Hoje tem The Voice Brasil ??;Today has The Voice Brasil ??;2;0;0;27/10/2016;Jonas felipe ?;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;Volta Redonda ;
   calma?! Tô plena aqui o The Voice perdeu a grande cantora desse Brasil kkkkkkkkk;calm?! I'm full here the The Voice has lost the great singer of this Brazil.;1;2;0;26/10/2016;;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;Rio Grande do Sul, Brasil;
RT : Joana Castanheira fez uma versão toda lindinha de Toxic, da ! ? Olha só que suces http ;RT : Joana Castanheira made a version of the entire poppet of Toxic, of ! Can just look at that suces http;2;0;29;27/10/2016;Nova Iguaçu, Brasil;
RT : Rapidinhas do dia: “SBT exibe nova chamada de Carinha de Anjo com as freiras” http  , http ;RT : Quickies of the day: “SBT displays new call of Angel's Face with the nuns” http , http;1;0;2;27/10/2016;;
RT : ? assiste the voice brasil ?;RT : ? watch the voice brasil ?;2;0;55;26/10/2016;;
RT : Rapidinhas do dia: “Larissa Manoela quer fazer carreira internacional” http  http ;RT : Quickies of the day: “Larissa Manoela want to make an international career” http;2;0;2;27/10/2016;;
quer assistir candidato que só canta bem liga no the voice brasil amanhã amores aqui é ;want to watch the candidate who only sings well connects in the voice brazil tomorrow loves, here is;3;6;9;27/10/2016;;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;Londrina, Brasil;
RT : Ainda bem que amanhã tem The Voice Brasil... Pq eu sempre me decepciono com o ;RT : tomorrow has The Voice Brazil... because I always me decepciono with the;2;0;19;27/10/2016;Bahia ? ;
Sempre estou esquecendo que hj tem The Voice Brasil;I'm always forgetting that hj has The Voice Brasil;1;0;0;27/10/2016;;
To esperando começar the Voice Brasil;To hoping to start the Voice Brasil;2;1;1;27/10/2016;São Mateus/Es;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;;
RT : Rapidinhas do dia: “Audiência do The Voice Brasil ultrapassa temporada anterior” http  http ;RT : Quickies of the day: “the Audience of the Voice Brazil surpasses the previous season” http;3;0;2;27/10/2016;RJ;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;Cidade do Galo - MG;
Rapidinhas do dia: “Audiência do The Voice Brasil ultrapassa temporada anterior” http  http ;Quickies of the day: “the Audience of the Voice Brazil surpasses the previous season” http;3;2;2;27/10/2016;;
The voice Brasil é muito chato, eu tenho preguiça!;The voice Brazil is very boring, I got lazy!;0;0;0;26/10/2016;Marabá, Pará, Brazil;
Tô apaixonado pela audição da Anna Akisue do The Voice Brasil. ?;I'm in love by hearing of Anna Akisue of the Voice Brazil. ?;3;0;0;26/10/2016;;
The Voice Brasil vai estar bom hoje tbm;null;0;0;0;27/10/2016;luislandia;
RT : quer assistir candidato que só canta bem liga no the voice brasil amanhã amores aqui é ;RT : want to watch the candidate who only sings well connects in the voice brazil tomorrow loves, here is;3;0;9;27/10/2016;gabe leo bella lia;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;na sua;
RT : Hoje é quinta feira Hoje é dia do programa da Claudia Leitte Hoje é dia de The Voice Brasil amém!;RT : Today is Thursday Today is day of the program, Claudia Leitte Today is the day of The Voice Brasil, amen!;2;0;7;27/10/2016;;
The Voice Brasil: Audições Às Cegas e mais http ;The Voice Brazil: Auditions Blindly and more http;2;0;0;27/10/2016;Brasília-DF;
Atribuí nota 8.5 ao episódio 5x3 - Ep. 5x3 de The Voice Brasil http  ;Assign note 8.5 to the episode 5x3 - Ep. 5x3 The Voice Brasil http;2;0;0;27/10/2016;Paranaguá, Paraná;
Hoje só tem coisa boa na TV, primeiro de férias com ex  e depois the voice Brasil!;Only today is there anything good on TV, first holiday with the ex and then the voice Brazil!;2;0;0;27/10/2016;Brasil;
RT : Hoje, depois do The Voice Brasil, tem a  no  . Não percam! ???? http ;RT : Today, after The Voice Brazil, has a in . Don't miss! ???? http;2;0;2;27/10/2016;Rio de Janeiro, Brasil;
O único lado bom de uma quinta feira de noite é: The Voice Brasil.;The only good side of a Wednesday night is: The Voice Brazil.;1;5;2;27/10/2016;Ciríaco, Brasil;
Hoje é dia de The Voice Brasil. Já vou avisando que vou soltar o dedo por aqui.;Today is the day of The Voice Brazil. I'll warn you that I'll drop the finger here.;1;0;0;27/10/2016;Divinópolis, Brasil;
Tô morrendo de sono e hoje é dia dr The Voice Brasil. Preciso aguentar até mais tarde;I'm dying of sleep and today is day dr The Voice Brazil. I need to hold out until later;1;0;0;27/10/2016;Duque de Caxias, Brasil;
Galera do the voice Brasil bem melhor;Galera do the voice Brasil better;2;0;0;27/10/2016;20/02;
RT : Mesmo depois de cinco temporadas   continua sendo o reality musical mais assistido da TV aberta https /t…;RT : Even after five seasons continues to be the reality musical most-watched TV broadcast https /t...;2;0;18;26/10/2016;;
RT : quer assistir candidato que só canta bem liga no the voice brasil amanhã amores aqui é ;RT : want to watch the candidate who only sings well connects in the voice brazil tomorrow loves, here is;3;0;9;27/10/2016;Algum lugar por aí;
RT : Minha porta de entrada pro The Voice Brasil.!!! *-* http ;RT : My port of entry pro The Voice Brasil.!!! *-* http;2;0;63;26/10/2016;Guarujá - SP;
RT : Blog do : "Eu achava The Voice Brasil ruim. Até ver o X-Factor da Band" http  http ;RT : Blog : "I thought The Voice Brasil bad. Until you see the X-Factor of the Band" http;1;0;9;26/10/2016;;
RT : Ainda bem que amanhã tem The Voice Brasil... Pq eu sempre me decepciono com o ;RT : tomorrow has The Voice Brazil... because I always me decepciono with the;2;0;19;27/10/2016;Porto Velho, Rondônia;
Lilian e Layane cantam 'Me Espera' http ;Lilian and Layane sing 'I will Wait' http;2;0;0;26/10/2016;Manaus - Am;
Hoje Tem The Voice Brasil;Today Has The Voice Brasil;2;0;0;27/10/2016;Gravataí, Brasil ;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Campinas - SP;
Meninas que amam The Voice Brasil;Girls who love The Voice Brasil;3;0;0;27/10/2016;GGBR;
RT : Hoje tem o Jantar Amigos do Bem, às 19 0, e na quinta tem The Voice Brasil! ? [+] http  http ;RT : Today is the Dinner of Friends Well, to the 19 0, and the fifth has The Voice of Brazil! can [+] http;2;0;8;26/10/2016;BRAZIL;
hoje tem the voice Brasil ..;today has the voice Brazil.;2;0;0;27/10/2016;;
RT : Começa AGORA mais uma cobertura do Adam Levine Brasil do The Voice! ;RT : NOW get more coverage of Adam Levine, the Brazil of the Voice!;2;0;1;26/10/2016;Mystic Falls, 1864;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;BRASIL;
D'Lara canta 'You Oughta Know' http ;D Lara sings 'You Oughta Know'. http;1;0;0;27/10/2016;São Paulo -  Brasil;
The voice Brasil deve tá uma merda pq eu não estou assistindo;The voice Brasil should're a shit cuz I'm not watching;1;0;0;26/10/2016;em algum lugar de sp;
      Michel, eu estou ansioso hoje na THE VOICE BRASIL! ó   ??????;Michel, I'm looking forward today in THE VOICE BRAZIL! o ??????;2;1;0;27/10/2016;Deutschland Duisburg;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;Brasil;
RT : ? assiste the voice brasil ?;RT : ? watch the voice brasil ?;2;0;55;26/10/2016;•jb •scream •oitnb;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;Acima da linha do Equador;
So quero que The Voice Brasil comece logo . ???;So I want that The Voice Brazil starts soon . ???;1;0;0;27/10/2016;Espírito Santo,Serra. ;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;16.01.2016 ?;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;26/10/2016;;
Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;This X Factor Brazil is like a second division of the Voice.;1;75;55;27/10/2016;Rio de Janeiro;
  - lindo ?? torcendo sempre pelo ó! você tá arrasando no The Voice Brasil!;- beautiful ?? rooting for o! you're devastating in The Voice Brazil!;1;0;0;27/10/2016;Taquaritinga-SP;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;Teresina, Brasil;
RT : Kassia Marvila, eu tô no chão!  http    http ;RT : Kassia Page, I'm on the floor! http http;2;0;224;27/10/2016;Guarulhos, Brasil;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;Rio de Janeiro;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;Toca da Raposa III;
Quero ver The Voice Brasil hj mas meu sono já tá reinando em mimm;I want to see The Voice Brasil hj but my sleep is already reigning in mimm;1;2;0;27/10/2016;;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Teresina, Piauí;
RT : The voice Brasil;RT : The voice Brasil;2;0;2;27/10/2016;Angola/Luanda;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;Sorocaba-SP;
Hj tem The Voice Brasil???;Hj has The Voice Brasil???;2;0;0;27/10/2016;Barra Mansa, Rio de Janeiro;
RT : quer assistir candidato que só canta bem liga no the voice brasil amanhã amores aqui é ;RT : want to watch the candidate who only sings well connects in the voice brazil tomorrow loves, here is;3;0;9;27/10/2016;Na bad;
RT Rafah_Musi Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT Rafah_Musi Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;0;26/10/2016;;
“The Voice Brasil 27/10/2016: Audições às Cegas e mais http ;“The Voice Brazil 27/10/2016: Auditions Blindly and more http;2;0;0;27/10/2016;https://noticiasdatvbrasil.wor;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Brasil;
RT : Parte boa da quinta-feira: the Voice brasil;RT : a good Part of Thursday: the Voice brasil;3;0;1;27/10/2016;;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;;
Tomorrow is day of the best television program or thursday the night in the Globe "The Voice Brasil" with beautifuls songs Internationals...;Tomorrow is day of the best television program or thursday the night in the Globe, "The Voice Brazil" with beautifuls songs Internationals...;3;0;0;26/10/2016;Porto Nacional, Brasil;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;Rio de Janeiro, Brasil;
RT Rafah_Musi Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT Rafah_Musi Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;0;26/10/2016;Porto Alegre;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;snap: kailanealves21;
Rapidinhas do dia: “Anaju Dorigon é confirmada em Belaventura” http  http ;Quickies of the day: “Anaju Dorigon is confirmed in Belaventura” http http;2;6;3;27/10/2016;;
RT : ? assiste the voice brasil ?;RT : ? watch the voice brasil ?;2;0;55;26/10/2016;na sua ;
Começa AGORA mais uma cobertura do Adam Levine Brasil do The Voice! ;NOW get more coverage of Adam Levine, the Brazil of the Voice!;2;3;1;26/10/2016;Brasil;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;Manaus, Brasil;
Hoje tem The Voice Brasil..;Today has The Voice Brazil.;2;0;0;27/10/2016;;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Campinas, São Paulo;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;Taquaritinga-SP;
RT : Nigeriano do "The voice Brasil" revela que adiou planos para entrar no reality http ;RT : Nigerian of the "The voice Brazil" reveals that it has postponed plans to enter the reality http;2;0;2;27/10/2016;RS;
RT : Camila Matoso explicou a escolha por : 'Ele tem uma energia parecida com a minha' ?? Vem ver: https /t.…;RT : Camila Matoso explained the choice : 'He has a power similar to my' sorting me out? Come see: https /t....;1;0;7;25/10/2016;;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;26/10/2016;Artur Nogueira, Brasil;
RT : Boa noite meus queridos.!! Alguém mais aqui tá ansioso pra segunda fase do The Voice Brasil ou só eu!? haha ;RT : Good night my dear.!! Someone else here's looking forward to the second phase of the Voice Brazil or just me!? haha;1;0;11;25/10/2016;Rio Grande do Sul, Brasil;
RT : Ainda bem que amanhã tem The Voice Brasil... Pq eu sempre me decepciono com o ;RT : tomorrow has The Voice Brazil... because I always me decepciono with the;2;0;19;27/10/2016;São Paulo, Brasil;
RT : X-Factor Brasil serve pra quem reclamava do The Voice Brasil, como eu, perceber que tudo que é ruim pode piorar...;RT : X-Factor Brazil serves for those who complained of the Voice Brazil, as I, realize that everything that is bad can get worse...;1;0;1;26/10/2016;Riooo,;
RT : Esse X Factor Brasil é tipo uma segunda divisão do The Voice.;RT : This X Factor Brazil is like a second division of the Voice.;2;0;55;27/10/2016;;
RT : Rapidinhas do dia: “Elias Abrão faz desabafo sobre rumores de demissão da RedeTV” http  http ;RT : Quickies of the day: “Elias, Abram makes a rant about rumors of the resignation of the RedeTV” http http;1;0;2;27/10/2016;;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;nordeste / Sangatrouxa Br ;
RT : O único lado bom de uma quinta feira de noite é: The Voice Brasil.;RT : THE only good side of a Wednesday night is: The Voice Brazil.;2;0;2;27/10/2016;David Canabarro, Brasil;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;;
RT : ? assiste the voice brasil ?;RT : ? watch the voice brasil ?;2;0;55;27/10/2016;???5H, LM, 1D, SG, AG, GM???;
Portal Aconteceu - Nigeriano do "The voice Brasil" revela que adiou planos para entrar no reality http ;Portal Happened - Nigerian, "The voice Brazil" reveals that it has postponed plans to enter the reality http;1;0;0;27/10/2016;Chapecó-SC;
RT : Hoje é quinta feira Hoje é dia do programa da Claudia Leitte Hoje é dia de The Voice Brasil amém!;RT : Today is Thursday Today is day of the program, Claudia Leitte Today is the day of The Voice Brasil, amen!;2;0;7;27/10/2016;;
Conheçam  ! As irmãs que brilharam no 'The Voice Brasil'.  http ;Know ! The sisters who starred in 'The Voice Brasil'. http;2;1;0;27/10/2016;Brasil;
  kkk the voice brasil? Kk;kkk the voice brasil? Kk;2;0;0;26/10/2016;;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;;
RT : Anjos meeeus.. se vocês pudessem escolher a próxima música que eu vou cantar no The Voice Brasil, qual seria!?;RT : Angels meeeus.. if you could choose the next song that I will sing on The Voice Brazil, what would it be!?;1;0;21;26/10/2016;Abreu e Lima, Brasil;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;SDG;
RT : Ivete Rainha do The Voice Brasil, as outras vão ter que aceitar. êmioMultishow http ;RT : Ivete Queen of the Voice Brazil, the other will have to accept. êmioMultishow http;2;0;56;25/10/2016;;
Parte boa da quinta-feira: the Voice brasil;A good part of Thursday: the Voice brasil;3;0;1;27/10/2016;Rio Grande do Sul, Brasil;
Segue o Fluxo aqui no QG do The Voice Brasil !!!!     … http ;Following the Flow here in the HQ of the Voice Brazil !!!! the ... http;2;0;0;27/10/2016;-22.9585108, -43.40539179;
The Voice Brasil: assista ao programa desta quinta-feira (27), ao vivo na TV e na internet http ;The Voice Brasil: watch the program from this Thursday (27), live on TV and on the internet at http;1;0;0;27/10/2016;San Francisco, CA;
“The Voice Brasil” eleva a audiência da Globo em SP e no RJ http  http ;“The Voice Brazil” elevates the audience of the Globe in SP and RJ http;3;0;0;26/10/2016;;
Marquei como visto The Voice Brasil - 5x3 - Ep. 5x3 http  ;Marked as seen on The Voice Brazil - 5x3 - Ep. 5x3-http;2;0;0;25/10/2016;Camaragibe, Brasil;
Véiiii...que porrada!! O The Voice Brasil nunca vai ter uma performance nesse naipe. http ;Véiiii...that too!! The Voice Brazil will never have a performance in this suit. http;1;0;0;27/10/2016;Rio de Janeiro;
RT : Mesmo depois de cinco temporadas   continua sendo o reality musical mais assistido da TV aberta https /t…;RT : Even after five seasons continues to be the reality musical most-watched TV broadcast https /t...;2;0;18;26/10/2016;Bahia ;
RT : Bora turma!! Dá o play pq hoje é quinta!! The Voice Brasil!!! ????  ó   …;RT : Bora class!! Gives the play coz today is Thursday!! The Voice Brasil!!! ? for sorting me out?? o ...;3;0;53;27/10/2016;Taquaritinga-SP;
RT : Hoje é dia de The Voice Brasil!!! Bora curtir junto com a gente. http ;RT : Today is the day of The Voice Brazil!!! Bora enjoy along with us. http;2;0;21;27/10/2016;Nova Iguaçu, Brasil;
Ce acha que eu vou perder tempo vendo the voice Brasil?;Ec do you think that I'm going to waste time watching the voice Brazil?;2;0;0;27/10/2016;Maceió/AL;
